# BEAST v1.8.3
# Generated Mon Aug 01 09:09:04 PDT 2016 [seed=1365332436823]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	skyline
250000	-11568.104267454346	-2846.3407951028603	-8721.763472351486	5014.764775224896	86.38664816481548	70.68964374057511	22.423314279542478	53.49230762783764	217.28170887141738	509.1764703849824	813.1144391679758	538.8778814520501	874.5585471317174	2039.6919015613325	14.0	5.0	1.0	12.0	9.0	1.0	15.0	11.0	4.0	2.0	6.76569729544983	0.2571400347460996	0.2420370493276959	0.23387474889701512	0.2669481670291891	2.2259241391777234E-4	2.2259241391777224E-4	-8721.763472351486	0.0	-472.6507834886076
275000	-11582.332634776045	-2846.3556766882516	-8735.976958087793	5304.862683990963	16.981672503466246	60.232970729016024	38.91077534839897	122.92312895711373	289.7325520531038	650.9767456150973	754.6027076655419	795.5551707303409	1334.9692418251436	1512.4346494278714	3.0	8.0	5.0	24.0	5.0	11.0	7.0	7.0	1.0	3.0	6.939030080024481	0.24584566992459425	0.2511736643701488	0.2452299229862024	0.2577507427190543	1.8533896293148675E-4	1.8533896293148672E-4	-8735.976958087793	0.0	-472.54533038269545
300000	-11560.828232186219	-2838.2746391290307	-8722.553593057188	5152.869740787417	48.4267949977711	137.86321815731284	74.34296783301045	48.829483237548345	218.4329139178196	394.0205772421246	163.02431074892831	518.8848201986453	568.3245623811184	747.5025935954205	4.0	3.0	1.0	29.0	3.0	3.0	4.0	4.0	10.0	13.0	6.445526126216629	0.2479960169732528	0.24500195891851873	0.24172557946257514	0.265276444645653	2.195784994486525E-4	2.1957849944865258E-4	-8722.553593057188	0.0	-466.18368578058244
325000	-11591.140023573656	-2860.7200790419774	-8730.419944531679	4779.0158069344	85.26754789251882	122.37021980678637	30.722694229518847	70.39573690446285	158.0832397660625	339.15641795664556	764.8308091401539	993.9662302381358	1225.0849480407487	5625.6620862991485	1.0	4.0	2.0	32.0	1.0	8.0	16.0	4.0	5.0	1.0	6.255511927887291	0.25328134561492965	0.23660404256368195	0.2336062481095606	0.2765083637118276	1.8855849841624604E-4	1.885584984162463E-4	-8730.419944531679	0.0	-484.2698134957297
350000	-11623.210700031606	-2893.982719882123	-8729.227980149482	9363.579864972384	110.90371000778897	123.4085411435211	208.728993946017	81.630100546164	496.60813722371563	727.8079005799078	2272.4696148877356	1056.4302003403795	879.2816876739205	1878.0826947661037	4.0	6.0	5.0	16.0	5.0	9.0	1.0	12.0	6.0	10.0	7.983808457541157	0.24976412781920987	0.23642252449138795	0.24748841833565174	0.2663249293537503	1.5146359074739467E-4	1.514635907473946E-4	-8729.227980149482	0.0	-512.2625170303047
375000	-11603.250585776404	-2870.4541830271946	-8732.796402749209	6886.797910228046	10.72258221616312	18.656935669760568	65.51077378061838	63.84015185012188	116.64683783365184	515.5500904064875	628.1541420433778	814.726810101022	1355.0445448759724	2240.066057078514	3.0	1.0	8.0	15.0	5.0	1.0	12.0	9.0	7.0	13.0	6.371321906845802	0.2694200884150862	0.24961010151054489	0.22832666497347398	0.2526431451008948	1.428370011755494E-4	1.4283700117554934E-4	-8732.796402749209	0.0	-498.9674083664833
400000	-11599.79607510122	-2874.7052984845127	-8725.090776616707	7456.864494912193	14.147327544256814	33.397051878918866	89.7953332510583	94.1595474511969	137.65263065626837	179.45177777331043	843.902300661274	1198.4799744789098	1360.907886412999	6210.263956392187	3.0	1.0	5.0	21.0	8.0	1.0	16.0	6.0	8.0	5.0	7.283542994808421	0.25325405174008486	0.2546229057813707	0.2313008488976394	0.260822193580905	1.3989912654610248E-4	1.3989912654610248E-4	-8725.090776616707	0.0	-498.9889740220511
425000	-11604.049479813788	-2879.124321126131	-8724.925158687656	5853.54799017364	92.76358535394053	346.7240552255503	664.7278464179188	97.32892369654923	153.70095107831685	411.31118141044044	708.3076642026738	1501.6554097423589	870.8050526647771	1168.1504076271963	7.0	1.0	4.0	21.0	1.0	7.0	5.0	2.0	13.0	13.0	6.6521832040855955	0.25484708960242136	0.25196649562291373	0.24128553119123394	0.251900883583431	1.570004518777405E-4	1.5700045187774043E-4	-8724.925158687656	0.0	-499.7387809505931
450000	-11583.992338860236	-2853.6328580451564	-8730.35948081508	5529.786943706895	15.397339831197685	82.24031740108971	18.749108586382008	104.07450953387972	274.03281790497414	654.8935352275375	1154.6283591080323	582.7293626320387	780.9798949391361	2997.438659880669	3.0	18.0	9.0	6.0	1.0	10.0	10.0	6.0	6.0	5.0	6.448909573983482	0.2520457059450423	0.2664116519108831	0.21861734200727623	0.2629253001367985	1.837925373362515E-4	1.8379253733625143E-4	-8730.35948081508	0.0	-474.5821330050019
475000	-11571.356674071298	-2841.943730964529	-8729.412943106769	3870.7240631094846	18.173883207762547	25.45483549618194	70.33421295351776	302.34407814822094	811.2815739389333	478.8390487377907	316.5713883442118	221.97673287228082	611.9917790151874	1081.0625547192485	1.0	3.0	33.0	1.0	2.0	19.0	3.0	7.0	3.0	2.0	6.717792265203293	0.2481574838608766	0.25477681909629896	0.23352271739110678	0.26354297965171775	2.3840249221397517E-4	2.3840249221397495E-4	-8729.412943106769	0.0	-468.97960549662
500000	-11550.642594686338	-2811.1660890684116	-8739.476505617928	3684.7243199246855	13.4613334141859	23.81812985944653	43.38085478888578	53.86571689662398	148.7585656674037	378.41659885111767	551.8206525987285	882.1950158130596	1091.694439641626	1723.1704670765778	3.0	2.0	26.0	2.0	8.0	11.0	13.0	3.0	2.0	4.0	6.693080043954337	0.2533514169669016	0.2594785073934136	0.23656249688075426	0.25060757875893047	2.8821831642996656E-4	2.882183164299666E-4	-8739.476505617928	0.0	-442.1112381875299
525000	-11559.072425810595	-2819.7130449367532	-8739.359380873842	3303.992945899013	26.627272129939524	104.31628084118618	64.82592316073014	159.02355070095916	175.83701177584032	239.52198182979987	388.777539665865	421.5073594427432	494.3107533996148	660.3558124418469	3.0	3.0	24.0	1.0	6.0	12.0	2.0	3.0	5.0	15.0	6.337343136492475	0.26783680774897445	0.25775867212023434	0.23182991424188126	0.24257460588890992	2.7522771989768504E-4	2.752277198976851E-4	-8739.359380873842	0.0	-449.92382239971903
550000	-11547.393294609452	-2817.286561440058	-8730.106733169394	3780.7309458184172	118.84257024351139	48.52314577890907	37.683738499052595	26.9032625889988	111.59319868907144	345.3204480901326	302.6596575418296	245.72592394611462	313.5282396731569	723.6236482365692	9.0	2.0	5.0	13.0	8.0	2.0	4.0	5.0	1.0	25.0	6.190510234772826	0.26783680774897445	0.25278734367621686	0.22610176002965798	0.25327408854515066	2.49476321709892E-4	2.4947632170989185E-4	-8730.106733169394	0.0	-449.2229383153466
575000	-11551.067485393287	-2819.9632091758003	-8731.104276217486	3674.882584593541	137.3909793943798	157.94781722817274	150.09936197157822	31.25275805646979	46.781384848699446	63.39559383775023	73.36249960671192	271.4378826301641	447.5921581278592	764.4749895003101	4.0	1.0	4.0	11.0	2.0	15.0	1.0	5.0	11.0	20.0	7.24579547634356	0.2581291251586369	0.24080786346079014	0.23068331558427693	0.27037969579629595	2.5740240348503016E-4	2.574024034850301E-4	-8731.104276217486	0.0	-453.21450506139337
600000	-11557.412358755706	-2825.7584887170538	-8731.653870038652	3798.5887645945436	186.9675810781288	97.9270477514047	66.62904440093902	46.577517572422096	89.40654844268943	99.19534879969004	114.90488059664186	153.2373451159797	377.433144522108	623.8536059724929	1.0	5.0	12.0	3.0	2.0	5.0	10.0	9.0	9.0	18.0	6.304846776953119	0.2540965343269657	0.2496517083136644	0.23742895795669236	0.25882279940267744	2.9359548877888223E-4	2.9359548877888223E-4	-8731.653870038652	0.0	-460.53722693908895
625000	-11537.124492241004	-2803.090599373537	-8734.033892867466	3101.752845379064	24.616424707609433	94.51674380768547	34.86083045287546	23.16690105379717	32.85556431431655	33.402713199205245	42.974641161533604	72.05752833024295	387.65126988906485	672.6983407872754	3.0	8.0	1.0	14.0	4.0	3.0	5.0	3.0	22.0	11.0	6.520821985663197	0.2540965343269657	0.25149368908650527	0.23325977655419403	0.2611500000323349	3.0009659165327967E-4	3.000965916532797E-4	-8734.033892867466	0.0	-441.20858768742534
650000	-11538.839926307262	-2794.2251270161646	-8744.614799291097	2896.750659777513	5.407178176069903	12.874826251386954	50.439243386035194	59.74980883858662	78.22742909078305	280.36830424078966	340.08834406166096	229.28888171454562	356.8854757222627	515.8368507420121	2.0	1.0	1.0	32.0	7.0	4.0	1.0	6.0	8.0	12.0	6.490278340329084	0.23853629864742076	0.2529938219723228	0.2390461087957723	0.26942377058448413	3.376605951181916E-4	3.3766059511819153E-4	-8744.614799291097	0.0	-430.04061314679365
675000	-11537.171774990273	-2805.6558811684736	-8731.5158938218	3517.16929947221	35.91234736162797	85.9821209616903	52.54534676608555	42.56806440076216	148.1750025300508	315.5029164115412	343.4146995958415	421.0702214393764	921.2379227236022	1443.1370542259046	4.0	5.0	13.0	14.0	7.0	8.0	6.0	4.0	12.0	1.0	7.5482091000980525	0.2685512820634141	0.24207421177979901	0.2355737734510772	0.2538007327057097	3.1415692892197884E-4	3.141569289219788E-4	-8731.5158938218	0.0	-435.2899310785583
700000	-11546.508318955139	-2805.6035277055075	-8740.904791249632	3678.6996436558697	12.722596607954475	68.69648462943027	69.18762140190216	23.021294643223605	76.23543659485702	58.38181967636258	252.32178534359304	209.28727461556028	387.96488945860176	765.0833636847182	4.0	14.0	2.0	9.0	9.0	2.0	4.0	4.0	17.0	9.0	6.4938538866225795	0.24837438675672163	0.26225110708649146	0.2355737734510772	0.2538007327057097	3.089459355027176E-4	3.089459355027174E-4	-8740.904791249632	0.0	-438.0430186734395
725000	-11544.012503111986	-2808.8175395924345	-8735.194963519552	3684.1712588979144	18.293419947994177	70.99444075230589	170.0826362865253	29.935237416129898	57.44764556193127	38.95497373854888	80.04996809566903	210.73987134198188	425.33997915594057	926.3198388888866	4.0	10.0	1.0	3.0	3.0	15.0	1.0	3.0	24.0	10.0	6.554829705903217	0.262067581597015	0.23742306576703723	0.24190153760316474	0.258607815032783	2.8329762547936156E-4	2.832976254793619E-4	-8735.194963519552	0.0	-442.91834489656696
750000	-11562.775365819836	-2817.8678888540744	-8744.907476965762	3773.975099938744	48.0106167379986	49.27474682516811	97.27144069591952	32.565962007044526	59.14253678541373	72.27399014151013	256.6463860949866	375.3744570658783	407.74862242448506	545.4938805574607	16.0	2.0	5.0	4.0	5.0	7.0	12.0	7.0	10.0	6.0	7.564419092308908	0.2515766895423534	0.24848746186146142	0.2413280335634021	0.258607815032783	2.750704722899191E-4	2.750704722899192E-4	-8744.907476965762	0.0	-452.4233524226661
775000	-11555.065661454397	-2822.9007796108813	-8732.164881843515	4146.196493718794	126.14464251146549	33.541740499850036	69.16609082679756	107.38419644598206	35.33161279833074	123.8068907624761	385.13265619948055	510.18368672992153	669.0943201490563	856.7335146070767	8.0	4.0	7.0	1.0	15.0	4.0	15.0	2.0	7.0	11.0	6.323386420714601	0.2589234317218311	0.24297499130477013	0.24254350933179328	0.2555580676416055	2.719834732441936E-4	2.7198347324419367E-4	-8732.164881843515	0.0	-453.18183840542434
800000	-11538.714657942623	-2799.6433870385335	-8739.071270904089	2774.2127665045055	33.314283512658854	18.927608648617287	88.71615989216346	44.877160931321896	24.704510721258366	87.23405474251867	288.0393145805023	349.063251548751	426.1874967033166	660.7627133079826	2.0	1.0	10.0	3.0	14.0	4.0	20.0	9.0	5.0	6.0	5.921500188673874	0.25063220468160696	0.2511333030074986	0.23756236707799827	0.2606721252328962	2.9724697888361645E-4	2.9724697888361645E-4	-8739.071270904089	0.0	-433.32501468110337
825000	-11528.142599313775	-2800.4705049733425	-8727.672094340433	3617.068482774724	17.376014354693453	39.75027662802474	104.09646975690083	23.122814727774536	35.74228322851637	63.07936695240155	281.25519869775854	443.6257601526373	542.1732778602941	1002.7770607284638	3.0	3.0	5.0	12.0	7.0	9.0	9.0	13.0	6.0	7.0	7.275802836982887	0.25323029165751293	0.24234982595670343	0.24386962724869618	0.26055025513708746	2.7559252129772614E-4	2.755925212977261E-4	-8727.672094340433	0.0	-433.9722021793604
850000	-11559.747457965826	-2815.28600187461	-8744.461456091216	3422.773297700965	35.98781533735881	64.0011292337046	71.43600546442288	57.94931827262717	65.64449315386909	139.63584642689494	490.51863809256065	382.6827512222811	799.4122230247594	1028.13157953444	7.0	1.0	9.0	16.0	1.0	7.0	17.0	6.0	7.0	3.0	8.438024303348532	0.2423238951622513	0.2481934791720183	0.23880107716676463	0.27068154849896564	3.20968735898372E-4	3.209687358983721E-4	-8744.461456091216	0.0	-446.77820219577825
875000	-11539.545752796566	-2801.5821756431824	-8737.963577153383	3476.6627945937034	6.524903512443092	14.423513352028708	74.48716429203921	27.778593623028538	44.81484850411358	60.564348706575245	375.1084753825568	368.3258469890645	465.17203606009815	2369.3361763776843	3.0	1.0	5.0	11.0	16.0	2.0	12.0	15.0	8.0	1.0	6.334914015000718	0.2572181462522752	0.2494338853841483	0.2360895086630073	0.2572584597005691	2.9032468977449475E-4	2.9032468977449485E-4	-8737.963577153383	0.0	-431.59567044770023
900000	-11543.953335178958	-2806.266985382238	-8737.68634979672	3579.7785421987473	18.17791301624093	143.95035304936178	34.70563525583123	15.813273083993217	38.30538639394341	100.85272849344972	221.31884222826986	503.87245326040374	646.7114434357298	1520.8102489530693	3.0	7.0	4.0	12.0	6.0	4.0	6.0	19.0	9.0	4.0	6.491082415814025	0.24817251783111793	0.2631578318215901	0.2360895086630073	0.25258014168428455	2.8948030313824443E-4	2.894803031382446E-4	-8737.68634979672	0.0	-435.2190532579555
925000	-11551.45852805169	-2813.0979414767685	-8738.360586574921	2736.4827094527022	44.487455411449325	20.93202056097037	54.66744013173427	75.01696985422454	233.1809807477927	668.4491830227845	589.6188595201226	538.3641889162926	892.325365107956	1237.3800375952487	18.0	3.0	13.0	8.0	1.0	3.0	3.0	22.0	1.0	2.0	6.417749637784085	0.24415290495387643	0.2536834802694041	0.24162573961017642	0.2605378751665428	2.83981546882067E-4	2.83981546882067E-4	-8738.360586574921	0.0	-441.637483245919
950000	-11548.307415965111	-2818.09280465542	-8730.214611309691	3676.5349622058825	43.47689820744195	50.92601796879291	67.33269353675846	39.75969713660738	289.4512517134192	738.9388335143283	521.7879956071708	408.531819760849	1249.1346119082996	1327.1581165967696	12.0	3.0	22.0	3.0	12.0	1.0	2.0	9.0	6.0	4.0	6.612459135181801	0.2532038901383372	0.2539838686178982	0.23664133091426298	0.25617091032950146	3.0044342387270935E-4	3.004434238727095E-4	-8730.214611309691	0.0	-442.6571551952899
975000	-11550.507578526529	-2818.1833381553624	-8732.324240371167	3650.0757189401493	70.03597948595235	42.29580203341653	46.1695789054616	58.98453460992719	91.83757070846856	151.91329120735276	433.3096214726636	536.2263911404353	562.2256079657694	1197.040085235102	11.0	7.0	14.0	2.0	2.0	6.0	19.0	8.0	4.0	1.0	7.175054825083512	0.2545640668399596	0.2488762398263819	0.23664133091426298	0.25991836241939537	2.8139385546011156E-4	2.813938554601117E-4	-8732.324240371167	0.0	-450.348887820695
1000000	-11547.506135725262	-2810.7382592454464	-8736.767876479815	3418.2526112019154	52.035072183224806	125.43465754372637	31.763110184497652	20.72485012082683	101.00048323784065	597.4174272194232	920.1397958247178	605.9222795705465	401.6188520744888	960.5174641112028	3.0	7.0	5.0	21.0	7.0	12.0	4.0	4.0	5.0	6.0	6.600550137824904	0.25662063850478395	0.2527217187736313	0.2280876448429027	0.26256999787868185	2.965913985870912E-4	2.965913985870913E-4	-8736.767876479815	0.0	-436.0544714508532
1025000	-11544.414307514886	-2805.834313207356	-8738.57999430753	3743.4702664952265	75.88525039106855	83.8964892922392	25.322132369090934	31.924172471035476	112.51730279847389	208.20132918668818	336.3189791434531	304.02758223797156	756.764787768137	835.1079644226766	13.0	6.0	3.0	12.0	5.0	9.0	6.0	12.0	5.0	3.0	7.784837147686618	0.2545430028523566	0.24278473538599155	0.2388511556893497	0.263821106072302	3.09525329535118E-4	3.095253295351178E-4	-8738.57999430753	0.0	-437.5367549044209
1050000	-11541.121847725899	-2802.085870039614	-8739.035977686286	3486.9281865573694	15.05273025272157	36.148876954276474	49.29582672578839	21.039883269279827	54.78388704320699	184.88815018849635	234.30893628070072	512.0955085767858	301.58737572347314	852.7699642767024	3.0	8.0	6.0	5.0	13.0	4.0	11.0	10.0	10.0	4.0	7.02203200455246	0.2546383268199614	0.2548613107288247	0.23241123835887653	0.25808912409233725	2.9213617533695873E-4	2.921361753369589E-4	-8739.035977686286	0.0	-436.49898895856387
1075000	-11565.858170132571	-2819.1047860973913	-8746.753384035179	4517.49346627106	39.64274443525152	72.39666576944421	30.654832618380677	35.8685560966061	171.42593420482132	199.946253161885	395.1093405382557	736.8634554681282	1446.000365224924	735.1110120285781	6.0	7.0	11.0	4.0	10.0	8.0	18.0	7.0	2.0	1.0	7.072144204008502	0.2595749190318278	0.2593258941478047	0.2256014043890182	0.25549778243134913	2.6354449236513596E-4	2.63544492365136E-4	-8746.753384035179	0.0	-448.5067648811029
1100000	-11574.62435480005	-2833.241176584549	-8741.3831782155	4378.245038858456	927.9923300778612	416.25622491367324	25.794089909433627	42.852157492609585	171.55443433715004	468.546091280023	408.5426024039758	315.38493953119337	351.9032821229247	1033.6351016706503	2.0	5.0	23.0	2.0	4.0	6.0	5.0	9.0	8.0	10.0	7.337498937874482	0.24235053431676823	0.2719029143729003	0.2256014043890182	0.2601451469213131	2.525583189657629E-4	2.5255831896576293E-4	-8741.3831782155	0.0	-456.9725432338289
1125000	-11581.74609533355	-2841.6175322554827	-8740.128563078068	4441.394730512569	19.347475754468068	62.66538791149395	63.37607223262252	243.23731763020064	271.28415088820293	648.1440186880042	457.31803101250944	937.6464382017957	1737.3220919829846	3158.3826760331376	2.0	1.0	30.0	2.0	13.0	12.0	7.0	5.0	1.0	1.0	5.788781875967519	0.2567454916318516	0.2537775083132871	0.23223392369107385	0.25724307636378724	2.3563926352278364E-4	2.3563926352278362E-4	-8740.128563078068	0.0	-465.7199204638145
1150000	-11590.61204511403	-2857.242424125018	-8733.369620989013	5461.206655179719	35.88598421877638	100.04126369287442	75.52681141008924	334.9109316245892	394.7289698605639	1395.744109823354	463.06871709906335	913.0131502980523	1536.021164825567	2521.0725634464416	4.0	6.0	25.0	5.0	8.0	1.0	15.0	5.0	2.0	3.0	7.388552197915142	0.25180106355450504	0.25167123811037145	0.24406331739030615	0.2524643809448171	1.982148797810514E-4	1.9821487978105137E-4	-8733.369620989013	0.0	-477.4610722819255
1175000	-11586.291108765417	-2839.437620028928	-8746.85348873649	4125.804244958819	32.73093893280363	51.63818277677595	67.00425543987383	65.1199821294871	73.16732386671995	261.76509837042516	445.4856535655244	757.9424486093079	1061.566144578366	949.1350068079361	5.0	5.0	10.0	2.0	12.0	10.0	19.0	4.0	4.0	3.0	6.9169531271656375	0.24870390046622715	0.24322546449428956	0.22620036765598595	0.2818702673834971	2.0870796580194662E-4	2.0870796580194664E-4	-8746.85348873649	0.0	-470.3917472186104
1200000	-11578.024069936635	-2847.1187900018467	-8730.905279934788	5231.404762118991	74.7474035024912	59.29245191726706	107.26049633122753	134.3358768704652	109.13185538204252	357.2131685672289	1020.5361571279672	671.6514684587887	2270.6612999943013	908.2632948388052	22.0	7.0	9.0	2.0	1.0	2.0	1.0	13.0	3.0	14.0	6.960272569030559	0.2522235263640086	0.2559883484556738	0.23782534999399016	0.2539627751863272	2.0634112421273124E-4	2.0634112421273135E-4	-8730.905279934788	0.0	-471.90959379144925
1225000	-11570.128143865368	-2821.961366842569	-8748.166777022798	3848.116646885035	34.9371637491286	46.228952511123005	66.69573926956008	86.3996570193806	142.67640483888016	166.33608907684211	465.4553128449497	380.0025655372903	740.3599631648251	783.6379432441088	12.0	5.0	1.0	10.0	1.0	10.0	6.0	2.0	4.0	23.0	6.4836787385506565	0.25524333879695943	0.24857307465528364	0.22958353839614634	0.26660004815161026	2.549829132286705E-4	2.549829132286705E-4	-8748.166777022798	0.0	-454.2583473162587
1250000	-11548.204479282358	-2805.1167986227565	-8743.0876806596	3556.2833854548694	47.51066539570702	22.036335767230934	34.37226298705907	110.64239357078822	409.4285069880024	233.18009474483088	370.3344341163332	436.2319706998334	446.8314037147339	1005.469757069729	12.0	2.0	15.0	8.0	1.0	8.0	4.0	1.0	13.0	10.0	7.6677926005066945	0.2605583477925355	0.24906308139663907	0.22718366118457664	0.2631949096262485	3.425903801209168E-4	3.4259038012091677E-4	-8743.0876806596	0.0	-434.83576229098793
1275000	-11545.13508325574	-2816.861578699706	-8728.273504556033	3751.4676563497314	106.5465598957457	31.12472769969309	60.38523226073746	110.44984747754891	274.7270894571382	444.1156356889683	345.8844213728885	262.93047532003436	640.9201172763894	1180.2451426713994	15.0	14.0	4.0	1.0	3.0	1.0	5.0	7.0	22.0	2.0	6.98734736187885	0.24336725812271945	0.24768570403672993	0.24622967419399355	0.26271736364655673	2.892660365882845E-4	2.892660365882847E-4	-8728.273504556033	0.0	-445.7485373458321
1300000	-11565.092584053855	-2823.4210150841673	-8741.671568969688	3072.260219540495	52.42904492645261	137.499828019333	39.31477548377278	83.34612798429964	344.63404156365226	281.3018901318976	534.2408939192841	438.35670288602955	408.55849788400616	1930.1863914010949	31.0	3.0	5.0	2.0	3.0	2.0	8.0	8.0	6.0	6.0	6.6123986916335395	0.2570816791493973	0.24001159010185813	0.23907072138816202	0.26383600936058227	2.8173182602838964E-4	2.817318260283897E-4	-8741.671568969688	0.0	-448.4006562269239
