# BEAST v1.8.3
# Generated Wed Jul 27 14:30:11 PDT 2016 [seed=1365332436823]
# -window -working -options
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	skyline
250000	-15665.050844961312	-6641.530581932684	-9023.520263028628	66.74988524452283	23362.80029936258	122513.90736334749	27027.909636481436	18481.438329197605	5367.964374596604	1691.7534922932743	1184.146133191129	558.0695897490928	766.5869470152218	8.024670299167521	7.0	4.0	15.0	43.0	95.0	81.0	80.0	77.0	76.0	35.0	7.173233298151538	0.3798111916342699	0.18103883467095977	0.19473851720922322	0.24441145648554702	3.4869752791850314E-5	3.48697527918503E-5	-9023.520263028628	0.0	-4238.294549941515
275000	-15531.352402221222	-6587.545733999254	-8943.806668221969	61.71548349649485	87936.68429385984	31280.83177146464	12946.684363396756	17889.3734519787	2865.2561164732956	1837.7004842447625	1020.0214144378158	568.1912357193719	786.5890330212611	7.043742397204608	8.0	7.0	6.0	39.0	111.0	83.0	64.0	84.0	75.0	36.0	8.334633393224083	0.36818021247241933	0.17243952194088366	0.20803870987746373	0.25134155570923333	3.679752083659008E-5	3.679752083659016E-5	-8943.806668221969	0.0	-4188.0436043398395
300000	-14900.906789927496	-6081.143327361523	-8819.763462565974	26.92651619076855	73811.07511619241	28633.825160462475	12749.690944804812	5570.902622704576	1187.9482408942997	1071.6358338911916	356.7877694052231	206.39685511031135	239.06814165177596	3.753633626208305	2.0	6.0	14.0	32.0	110.0	82.0	72.0	80.0	80.0	35.0	7.573442440050577	0.37994679103512163	0.17901499004873112	0.18402395988687298	0.2570142590292744	9.45534538230677E-5	9.455345382306748E-5	-8819.763462565974	0.0	-3689.084579097588
325000	-14470.26237179379	-5727.595399555323	-8742.666972238467	13.450563393777777	40640.38472051854	40165.7440404154	7711.14846988606	5421.024172507411	776.7145975086611	711.9389301976447	121.97777756650986	109.10961227269603	133.4116145476231	2.3414522561094944	2.0	1.0	14.0	29.0	98.0	78.0	92.0	89.0	77.0	33.0	8.150817270319369	0.3745156669969981	0.1620689658273453	0.21565359919699614	0.2477617679786606	1.7593918072091548E-4	1.7593918072091519E-4	-8742.666972238467	0.0	-3339.147953233151
350000	-13943.851366426756	-5316.0878796562465	-8627.76348677051	6.6042560060629265	5021.859222384445	10655.182043359819	8157.080808519238	3237.0576241111653	441.9649586183664	285.68707268188217	73.03513187793656	39.47621029610784	50.76166589380545	1.3919367546805488	9.0	1.0	5.0	30.0	89.0	80.0	96.0	93.0	77.0	33.0	8.44879715670124	0.35557730494279394	0.1827304045068835	0.2133096352640424	0.24838265528628053	3.8118464405355134E-4	3.811846440535506E-4	-8627.76348677051	0.0	-2936.592730498866
375000	-13841.827586376858	-5334.307421654245	-8507.520164722613	6.5412996574274285	6228.797643038202	1036.8799000650158	2107.624913452966	3944.633639719436	621.9367750504489	153.98188728235402	68.54181656049582	42.33851888041981	54.757932146734845	1.109161281916897	4.0	7.0	6.0	43.0	79.0	97.0	91.0	83.0	71.0	32.0	6.66575886510339	0.36782294150843564	0.17936015385094345	0.21127327218542874	0.24154363245519253	3.585830081805876E-4	3.585830081805872E-4	-8507.520164722613	0.0	-2957.776380533756
400000	-13625.663469287261	-5135.921839816525	-8489.741629470736	5.52129669167051	1418.206174213152	2274.263411504134	3748.460760572362	1858.8132663918184	540.5425749439212	119.2511326279689	45.73533177578834	21.664938531984753	32.918405157262264	0.5661651912708292	2.0	2.0	7.0	42.0	71.0	104.0	96.0	87.0	74.0	28.0	7.892011011865967	0.3652632387215011	0.1723754739222113	0.20059593071380805	0.26176535664247996	4.861674272188564E-4	4.8616742721885694E-4	-8489.741629470736	0.0	-2763.6453924333123
425000	-13453.635862183412	-5054.828362126032	-8398.80750005738	5.667343858685435	1646.8542024553112	3283.7368056013643	482.0773513486909	1931.6357971181897	684.0668578965133	87.54869613401394	31.61509811486098	16.44957471786195	38.70320658378012	0.37377000252846065	4.0	6.0	15.0	31.0	62.0	117.0	92.0	80.0	83.0	23.0	8.52307326670069	0.36336453775869126	0.18826764055301054	0.20254425488803993	0.24582356680025874	5.510597855880957E-4	5.510597855880949E-4	-8398.80750005738	0.0	-2681.102500299609
450000	-13239.857100310843	-4880.903951668626	-8358.953148642217	3.0133035444747787	937.4074384056836	1024.864727520751	626.4774404358586	1138.0998763531002	490.5392989639492	58.7151679124939	32.36306371611391	21.201847871426054	22.75283106582872	0.4659223544437386	10.0	6.0	6.0	27.0	59.0	138.0	70.0	83.0	87.0	27.0	8.189197729659066	0.36772839411725655	0.1854745956959145	0.21176419609411137	0.23503281409271792	8.217537423510806E-4	8.217537423510794E-4	-8358.953148642217	0.0	-2514.2931016385346
475000	-13228.139492359878	-4919.021575973636	-8309.117916386243	3.8881004792784193	114.09124516768998	366.8615267213002	572.1214466068157	543.0448960885828	892.1504619124532	74.25361479843654	16.761848281594563	44.28195152240955	20.940950381364882	0.7076447185705637	2.0	1.0	12.0	27.0	60.0	133.0	74.0	82.0	94.0	28.0	7.882697276017798	0.3618691124019141	0.1831300983002293	0.20403152588395998	0.250969263413897	8.431584233775699E-4	8.431584233775693E-4	-8309.117916386243	0.0	-2553.264421168848
500000	-13199.203948288556	-4940.080896703379	-8259.123051585177	4.5057788579165585	309.9423451664241	313.511475367141	406.1762385363418	1657.4649039832511	986.5150547645108	80.06824443370326	25.346756796908775	33.989261431763694	20.258894587443624	1.1419474204995896	3.0	2.0	10.0	15.0	56.0	143.0	63.0	91.0	104.0	26.0	6.869388982484834	0.3703880427767478	0.17712862903826423	0.20715590910113713	0.24532741908385125	6.756217842314147E-4	6.756217842314142E-4	-8259.123051585177	0.0	-2573.092789617822
525000	-13072.74609435843	-4895.225716906172	-8177.520377452257	3.1614818277017163	207.75787796029508	455.24942687146586	560.8361136486874	692.0252833375235	973.7678263653398	93.89040989419361	23.31497406309627	27.859026685933674	17.28497986494906	0.6375547846420944	5.0	12.0	11.0	3.0	58.0	141.0	65.0	93.0	99.0	26.0	7.446994955557599	0.37414747496704126	0.17712862903826423	0.19962970110010272	0.24909419489459217	7.527769117319105E-4	7.527769117319097E-4	-8177.520377452257	0.0	-2530.4924828730627
550000	-13030.52135384371	-4888.471246844894	-8142.050106998815	3.8278339289395142	371.93646685201196	1879.206873157951	96.24502720543987	452.20431178089814	818.1618112862844	100.98114600204126	34.55941166727347	30.7292074949238	15.345331265774034	0.7520421814879602	9.0	10.0	3.0	6.0	59.0	125.0	57.0	103.0	113.0	28.0	8.677029097735536	0.3766612318903479	0.17739026291923682	0.19884112520502564	0.24710737998539006	8.314990325076843E-4	8.31499032507683E-4	-8142.050106998815	0.0	-2517.5598488923406
575000	-12929.105075192912	-4884.499508584146	-8044.605566608767	3.4117280729427475	503.47911915888994	356.7299195318622	432.55848195137025	585.7303052165926	564.6887096578953	85.43620264817655	63.57479703359809	30.500841276191398	11.512162302607015	0.3958473562555543	11.0	6.0	19.0	21.0	54.0	111.0	52.0	101.0	118.0	20.0	8.064303497201141	0.37416508074359384	0.1868701674953661	0.20143856565946835	0.23752618610157214	8.602423366108827E-4	8.602423366108815E-4	-8044.605566608767	0.0	-2520.720130200342
600000	-12947.363766585222	-4904.304889746231	-8043.058876838991	2.6446785593393183	397.023778812195	190.3288183003433	328.38173318188234	873.4241034555649	290.26368409191497	86.9485222643596	89.23982369778425	31.340257964188353	12.742329757050372	0.4904177304740791	13.0	8.0	25.0	37.0	37.0	106.0	42.0	99.0	127.0	19.0	9.538516842634603	0.3636713606940964	0.1868701674953661	0.19831052650418785	0.2511479453063501	8.666618928476338E-4	8.666618928476331E-4	-8043.058876838991	0.0	-2540.0984865069363
625000	-12840.44043024527	-4833.514977026335	-8006.925453218934	2.720051587987808	458.0179703784545	137.9347997887689	396.4653748459246	854.2104286853585	305.2763506658023	75.05316728802309	91.58438253175143	25.60248934045945	8.910289204062298	0.2931080563251514	18.0	8.0	18.0	44.0	34.0	108.0	34.0	105.0	126.0	18.0	9.691046059689993	0.3677768318144436	0.17948013163705218	0.20624787190874486	0.24649516463975985	9.7340625569297E-4	9.734062556929714E-4	-8006.925453218934	0.0	-2469.285579700384
650000	-12731.244759092857	-4779.072960561006	-7952.171798531852	2.350843217710482	248.49968850721575	294.12288182935026	581.2243625352431	833.4750613536468	78.33165344343135	67.01043914944704	103.25955732105662	32.26959744819934	6.213689746982498	0.41761873920779075	12.0	8.0	18.0	49.0	19.0	107.0	48.0	102.0	134.0	16.0	7.330973935748572	0.37306918372243664	0.17888882168966558	0.20489535300430678	0.24314664158359162	9.04155730888884E-4	9.041557308888853E-4	-7952.171798531852	0.0	-2417.0727642466736
675000	-12681.9390191471	-4690.836112523468	-7991.102906623632	2.5247848863977507	164.45413339915973	200.05297108789026	347.092760889008	558.628706242231	138.38921161405534	47.630575485381435	75.86738083205582	23.112189397664967	4.860546280144037	0.71445673081058	4.0	4.0	22.0	57.0	27.0	99.0	50.0	100.0	136.0	14.0	7.79283504245433	0.386377168876467	0.1837819062609396	0.21053020622663576	0.2193107186359582	0.0010827002135401955	0.0010827002135401968	-7991.102906623632	0.0	-2331.7702179682947
700000	-12586.283133742101	-4643.35028169246	-7942.932852049642	2.0271379180592968	93.16266287300378	162.89455008847145	373.0157803013479	705.9496119774361	105.98190311078237	59.015319528566025	86.56325546422455	21.02119283353392	3.7313201149556328	0.2728642672791144	1.0	2.0	28.0	43.0	30.0	92.0	65.0	107.0	133.0	12.0	9.316148214779867	0.3782092456772557	0.18363021336737592	0.20360040393920548	0.23456013701616346	0.0010504691319768314	0.0010504691319768327	-7942.932852049642	0.0	-2284.1004556084686
725000	-12539.076807957848	-4609.389663091698	-7929.68714486615	1.9280129159456736	105.58313437901073	204.4267429906031	234.21857210026374	396.05795577921543	406.27718690361587	89.63832331971597	44.26682991133546	15.781019579165166	3.8164726106302203	0.3734185230849888	4.0	4.0	24.0	47.0	30.0	87.0	76.0	94.0	137.0	10.0	7.514814497473077	0.3676660064896989	0.1857485986802386	0.2014820186263428	0.24510337620372033	0.0011582895622842724	0.001158289562284275	-7929.68714486615	0.0	-2251.637175777887
750000	-12497.758387073984	-4599.890081637943	-7897.868305436042	1.6774578901156247	73.59297502266307	156.60023539643757	336.66878876617227	302.0130286302341	255.376801594865	97.99409232800606	40.94485745587295	10.40025165958931	3.7232956447426795	0.5135276520407414	9.0	3.0	23.0	53.0	42.0	73.0	72.0	107.0	117.0	14.0	7.411017682144632	0.36228445639613904	0.1896221902783341	0.19605498446762498	0.2520383688579025	0.0013370803507081269	0.0013370803507081208	-7897.868305436042	0.0	-2243.5894457098757
775000	-12392.366093887855	-4537.348697114028	-7855.0173967738265	1.9791459452435758	92.35006108541988	187.90097380877506	256.96343679514143	263.481834970952	202.4432578186721	142.8282535361721	37.29251890008001	10.03820469815692	2.1925087364104097	0.844565168506183	13.0	1.0	35.0	50.0	9.0	97.0	65.0	111.0	123.0	9.0	8.24975252037756	0.36718163656553154	0.19493982143883146	0.20147870285370476	0.2363998391419329	0.001375934408375655	0.001375934408375653	-7855.0173967738265	0.0	-2181.6892589873487
800000	-12332.651981977106	-4499.665244564725	-7832.98673741238	1.4378074871204882	58.30114716709912	114.35023535208961	88.73703589074864	249.24672036938725	264.09047404787236	110.66905779592632	30.379493200940722	16.86746423921713	1.828688044827518	0.10694068652323524	17.0	6.0	25.0	40.0	25.0	110.0	62.0	88.0	135.0	5.0	6.816498221090153	0.3640599616004041	0.19594905259145498	0.19326944468588636	0.2467215411222552	0.0014186601816472736	0.0014186601816472716	-7832.98673741238	0.0	-2145.726595020888
